Time,Summary,Icon,Sunrise Time,Sunset Time,Moon Phase,Precipitation Intensity Max,Precipitation Intensity Max Time,Precipitation Probability,Temperature High,Temperature High Time,Temperature Low,Temperature Low Time,Apparent Temperature High,Apparent Temperature High Time,Apparent Temperature Low,Apparent Temperature Low Time,Temperature Minimum,Temperature Minimum Time,Temperature Maximum,Temperature Maximum Time,Apparent Temperature Minimum,Apparent Temperature Minimum Time,Apparent Temperature Max,Apparent Temperature Maximum Time
07-17-2017,Mostly cloudy throughout the day.,partly-cloudy-day,07-17-2017 05:42:21,07-17-2017 20:27:22,0.79,0.0072,07-17-2017 20:00:00,0.19,84.57,07-17-2017 14:00:00,69.14,07-18-2017 06:00:00,88.63,07-17-2017 16:00:00,70.17,07-18-2017 06:00:00,67.67,07-17-2017 06:00:00,84.57,07-17-2017 14:00:00,68.44,07-17-2017 06:00:00,88.63,07-17-2017 16:00:00
07-18-2017,Humid and partly cloudy throughout the day.,partly-cloudy-day,07-18-2017 05:43:11,07-18-2017 20:26:41,0.83,0,0,0,86.95,07-18-2017 16:00:00,72.06,07-19-2017 06:00:00,93.4,07-18-2017 15:00:00,73.36,07-19-2017 06:00:00,69.14,07-18-2017 06:00:00,86.95,07-18-2017 16:00:00,70.17,07-18-2017 06:00:00,93.4,07-18-2017 15:00:00
07-19-2017,Humid and partly cloudy throughout the day.,partly-cloudy-day,07-19-2017 05:44:01,07-19-2017 20:25:59,0.87,0,0,0,91.03,07-19-2017 17:00:00,72.14,07-20-2017 06:00:00,94.86,07-19-2017 17:00:00,73.29,07-20-2017 06:00:00,72.06,07-19-2017 06:00:00,91.03,07-19-2017 17:00:00,73.36,07-19-2017 06:00:00,94.86,07-19-2017 17:00:00
07-20-2017,Light rain in the evening and overnight.,rain,07-20-2017 05:44:53,07-20-2017 20:25:15,0.91,0.0513,07-20-2017 21:00:00,0.88,92.44,07-20-2017 15:00:00,70.92,07-21-2017 06:00:00,97.8,07-20-2017 14:00:00,72.05,07-21-2017 06:00:00,72.14,07-20-2017 06:00:00,92.44,07-20-2017 15:00:00,73.29,07-20-2017 06:00:00,97.8,07-20-2017 14:00:00
07-21-2017,Partly cloudy throughout the day.,partly-cloudy-day,07-21-2017 05:45:45,07-21-2017 20:24:29,0.95,0,0,0,89.32,07-21-2017 17:00:00,72.96,07-22-2017 06:00:00,93.78,07-21-2017 17:00:00,73.88,07-22-2017 06:00:00,70.92,07-21-2017 06:00:00,89.32,07-21-2017 17:00:00,72.05,07-21-2017 06:00:00,93.78,07-21-2017 17:00:00
07-22-2017,Rain overnight.,rain,07-22-2017 05:46:38,07-22-2017 20:23:42,0.99,0.036,07-22-2017 23:00:00,0.8,88.26,07-22-2017 15:00:00,70.5,07-23-2017 06:00:00,90.5,07-22-2017 16:00:00,71.78,07-23-2017 06:00:00,72.96,07-22-2017 06:00:00,88.26,07-22-2017 15:00:00,73.88,07-22-2017 06:00:00,90.5,07-22-2017 16:00:00
07-23-2017,Possible drizzle overnight.,rain,07-23-2017 05:47:31,07-23-2017 20:22:53,0.02,0.1353,07-23-2017 00:00:00,1,77.8,07-23-2017 16:00:00,68.04,07-24-2017 07:00:00,78.75,07-23-2017 16:00:00,69.01,07-24-2017 07:00:00,70.5,07-23-2017 06:00:00,77.8,07-23-2017 16:00:00,71.78,07-23-2017 06:00:00,78.75,07-23-2017 16:00:00
07-24-2017,Rain throughout the day.,rain,07-24-2017 05:48:25,07-24-2017 20:22:02,0.06,0.1703,07-24-2017 06:00:00,1,70.98,07-24-2017 17:00:00,60.78,07-25-2017 06:00:00,71.3,07-24-2017 17:00:00,60.94,07-25-2017 06:00:00,63.71,07-24-2017 23:00:00,71.46,07-24-2017 00:00:00,63.96,07-24-2017 23:00:00,72.37,07-24-2017 00:00:00
07-25-2017,Overcast throughout the day.,cloudy,07-25-2017 05:49:20,07-25-2017 20:21:09,0.1,0.0012,07-25-2017 18:00:00,0.16,70.1,07-25-2017 16:00:00,63.19,07-26-2017 06:00:00,70.44,07-25-2017 16:00:00,63.23,07-26-2017 06:00:00,60.78,07-25-2017 06:00:00,70.1,07-25-2017 16:00:00,60.94,07-25-2017 06:00:00,70.44,07-25-2017 16:00:00
07-26-2017,Mostly cloudy throughout the day.,partly-cloudy-day,07-26-2017 05:50:15,07-26-2017 20:20:15,0.13,0,0,0,75.18,07-26-2017 16:00:00,61.58,07-27-2017 06:00:00,75.18,07-26-2017 16:00:00,61.75,07-27-2017 06:00:00,63.19,07-26-2017 06:00:00,75.18,07-26-2017 16:00:00,63.23,07-26-2017 06:00:00,75.18,07-26-2017 16:00:00
07-27-2017,Mostly cloudy throughout the day.,partly-cloudy-day,07-27-2017 05:51:11,07-27-2017 20:19:19,0.17,0,0,0,75.75,07-27-2017 17:00:00,66.31,07-28-2017 06:00:00,76.84,07-27-2017 17:00:00,67.14,07-28-2017 06:00:00,61.58,07-27-2017 06:00:00,75.75,07-27-2017 17:00:00,61.75,07-27-2017 06:00:00,76.84,07-27-2017 17:00:00
07-28-2017,Mostly cloudy throughout the day.,partly-cloudy-day,07-28-2017 05:52:07,07-28-2017 20:18:21,0.2,0,0,0,82.58,07-28-2017 15:00:00,67.01,07-29-2017 08:00:00,85.48,07-28-2017 15:00:00,67.01,07-29-2017 08:00:00,66.31,07-28-2017 06:00:00,82.58,07-28-2017 15:00:00,67.14,07-28-2017 06:00:00,85.48,07-28-2017 15:00:00
07-29-2017,Mostly cloudy throughout the day.,partly-cloudy-day,07-29-2017 05:53:04,07-29-2017 20:17:22,0.23,0.0005,07-29-2017 06:00:00,0.05,75.5,07-29-2017 17:00:00,58.32,07-30-2017 06:00:00,75.5,07-29-2017 17:00:00,58.32,07-30-2017 06:00:00,66,07-29-2017 10:00:00,75.5,07-29-2017 17:00:00,66,07-29-2017 10:00:00,75.5,07-29-2017 17:00:00
07-30-2017,Clear throughout the day.,clear-day,07-30-2017 05:54:01,07-30-2017 20:16:21,0.26,0,0,0,80.55,07-30-2017 17:00:00,59.53,07-31-2017 06:00:00,80.55,07-30-2017 17:00:00,59.53,07-31-2017 06:00:00,58.32,07-30-2017 06:00:00,80.55,07-30-2017 17:00:00,58.32,07-30-2017 06:00:00,80.55,07-30-2017 17:00:00
07-31-2017,Partly cloudy throughout the day.,clear-day,07-31-2017 05:54:58,07-31-2017 20:15:19,0.29,0,0,0,86.83,07-31-2017 17:00:00,65.03,08-01-2017 06:00:00,87.9,07-31-2017 17:00:00,65.4,08-01-2017 06:00:00,59.53,07-31-2017 06:00:00,86.83,07-31-2017 17:00:00,59.53,07-31-2017 06:00:00,87.9,07-31-2017 17:00:00
08-01-2017,Partly cloudy throughout the day.,clear-day,08-01-2017 05:55:56,08-01-2017 20:14:15,0.32,0,0,0,88.14,08-01-2017 15:00:00,69.21,08-02-2017 06:00:00,89.15,08-01-2017 15:00:00,70.06,08-02-2017 06:00:00,65.03,08-01-2017 06:00:00,88.14,08-01-2017 15:00:00,65.4,08-01-2017 06:00:00,89.15,08-01-2017 15:00:00
08-02-2017,Light rain in the afternoon and evening.,rain,08-02-2017 05:56:54,08-02-2017 20:13:10,0.35,0.0773,08-02-2017 18:00:00,0.93,84.28,08-02-2017 13:00:00,64.27,08-03-2017 06:00:00,89.08,08-02-2017 12:00:00,64.93,08-03-2017 06:00:00,67.24,08-02-2017 23:00:00,84.28,08-02-2017 13:00:00,68.07,08-02-2017 23:00:00,89.08,08-02-2017 12:00:00
08-03-2017,Partly cloudy throughout the day.,partly-cloudy-day,08-03-2017 05:57:52,08-03-2017 20:12:03,0.38,0.0063,08-03-2017 23:00:00,0.28,84.62,08-03-2017 15:00:00,68.09,08-04-2017 06:00:00,88.82,08-03-2017 15:00:00,69.02,08-04-2017 06:00:00,64.27,08-03-2017 06:00:00,84.62,08-03-2017 15:00:00,64.93,08-03-2017 06:00:00,88.82,08-03-2017 15:00:00
08-04-2017,Possible light rain in the morning.,partly-cloudy-day,08-04-2017 05:58:51,08-04-2017 20:10:55,0.41,0.0051,08-04-2017 00:00:00,0.25,85.4,08-04-2017 15:00:00,67.97,08-05-2017 07:00:00,89.11,08-04-2017 14:00:00,69,08-05-2017 07:00:00,68.09,08-04-2017 06:00:00,85.4,08-04-2017 15:00:00,69.02,08-04-2017 06:00:00,89.11,08-04-2017 14:00:00
08-05-2017,Rain in the morning.,rain,08-05-2017 05:59:50,08-05-2017 20:09:46,0.45,0.2194,08-05-2017 06:00:00,1,76.91,08-05-2017 15:00:00,58.99,08-06-2017 06:00:00,77.09,08-05-2017 15:00:00,58.99,08-06-2017 06:00:00,64.69,08-05-2017 23:00:00,76.91,08-05-2017 15:00:00,64.69,08-05-2017 23:00:00,77.09,08-05-2017 15:00:00
08-06-2017,Partly cloudy throughout the day.,partly-cloudy-day,08-06-2017 06:00:49,08-06-2017 20:08:35,0.48,0,0,0,73.64,08-06-2017 16:00:00,61.11,08-07-2017 02:00:00,73.64,08-06-2017 16:00:00,61.11,08-07-2017 02:00:00,58.99,08-06-2017 06:00:00,73.64,08-06-2017 16:00:00,58.99,08-06-2017 06:00:00,73.64,08-06-2017 16:00:00
08-07-2017,Rain until evening.,rain,08-07-2017 06:01:48,08-07-2017 20:07:22,0.51,0.1632,08-07-2017 15:00:00,1,65.69,08-07-2017 11:00:00,64.31,08-08-2017 06:00:00,66.31,08-07-2017 11:00:00,64.99,08-08-2017 06:00:00,61.11,08-07-2017 02:00:00,65.69,08-07-2017 11:00:00,61.11,08-07-2017 02:00:00,66.31,08-07-2017 11:00:00
08-08-2017,Mostly cloudy throughout the day.,partly-cloudy-day,08-08-2017 06:02:47,08-08-2017 20:06:09,0.54,0,0,0,77.65,08-08-2017 18:00:00,58.38,08-09-2017 07:00:00,77.77,08-08-2017 18:00:00,58.38,08-09-2017 07:00:00,64.31,08-08-2017 06:00:00,77.65,08-08-2017 18:00:00,64.99,08-08-2017 06:00:00,77.77,08-08-2017 18:00:00
08-09-2017,Partly cloudy throughout the day.,clear-day,08-09-2017 06:03:47,08-09-2017 20:04:54,0.58,0,0,0,82.61,08-09-2017 16:00:00,61.13,08-10-2017 06:00:00,82.87,08-09-2017 16:00:00,61.31,08-10-2017 06:00:00,58.38,08-09-2017 07:00:00,82.61,08-09-2017 16:00:00,58.38,08-09-2017 07:00:00,82.87,08-09-2017 16:00:00
08-10-2017,Partly cloudy throughout the day.,clear-day,08-10-2017 06:04:46,08-10-2017 20:03:38,0.61,0,0,0,83.33,08-10-2017 15:00:00,63.27,08-11-2017 06:00:00,83.62,08-10-2017 15:00:00,63.35,08-11-2017 06:00:00,61.13,08-10-2017 06:00:00,83.33,08-10-2017 15:00:00,61.31,08-10-2017 06:00:00,83.62,08-10-2017 15:00:00
08-11-2017,"Light rain until morning, starting again in the evening.",rain,08-11-2017 06:05:46,08-11-2017 20:02:20,0.64,0.008,08-11-2017 21:00:00,0.36,79.76,08-11-2017 14:00:00,64.44,08-12-2017 06:00:00,81.48,08-11-2017 14:00:00,65.06,08-12-2017 06:00:00,63.27,08-11-2017 06:00:00,79.76,08-11-2017 14:00:00,63.35,08-11-2017 06:00:00,81.48,08-11-2017 14:00:00
08-12-2017,Light rain in the morning.,rain,08-12-2017 06:06:46,08-12-2017 20:01:01,0.68,0.0924,08-12-2017 03:00:00,0.99,76.88,08-12-2017 17:00:00,67.34,08-13-2017 07:00:00,77.91,08-12-2017 17:00:00,68.18,08-13-2017 07:00:00,64.44,08-12-2017 06:00:00,76.88,08-12-2017 17:00:00,65.06,08-12-2017 06:00:00,77.91,08-12-2017 17:00:00
08-13-2017,Partly cloudy throughout the day.,partly-cloudy-day,08-13-2017 06:07:45,08-13-2017 19:59:42,0.71,0,0,0,81.29,08-13-2017 16:00:00,63.26,08-14-2017 06:00:00,82.21,08-13-2017 16:00:00,63.61,08-14-2017 06:00:00,67.34,08-13-2017 07:00:00,81.29,08-13-2017 16:00:00,68.18,08-13-2017 07:00:00,82.21,08-13-2017 16:00:00
08-14-2017,Light rain in the morning and overnight.,partly-cloudy-day,08-14-2017 06:08:45,08-14-2017 19:58:21,0.75,0,0,0,79.18,08-14-2017 14:00:00,67.5,08-15-2017 06:00:00,79.7,08-14-2017 14:00:00,68.43,08-15-2017 06:00:00,63.26,08-14-2017 06:00:00,79.18,08-14-2017 14:00:00,63.61,08-14-2017 06:00:00,79.7,08-14-2017 14:00:00
08-15-2017,Light rain in the morning and afternoon.,rain,08-15-2017 06:09:45,08-15-2017 19:56:59,0.79,0.0619,08-15-2017 03:00:00,1,73.15,08-15-2017 19:00:00,68.02,08-16-2017 07:00:00,74.47,08-15-2017 19:00:00,69.04,08-16-2017 07:00:00,67.5,08-15-2017 06:00:00,73.15,08-15-2017 19:00:00,68.43,08-15-2017 06:00:00,74.47,08-15-2017 19:00:00
08-16-2017,Partly cloudy throughout the day.,partly-cloudy-day,08-16-2017 06:10:44,08-16-2017 19:55:35,0.82,0,0,0,83.76,08-16-2017 16:00:00,65.37,08-17-2017 06:00:00,85.06,08-16-2017 16:00:00,65.51,08-17-2017 06:00:00,68.02,08-16-2017 07:00:00,83.76,08-16-2017 16:00:00,69.04,08-16-2017 07:00:00,85.06,08-16-2017 16:00:00
08-17-2017,Partly cloudy throughout the day.,partly-cloudy-day,08-17-2017 06:11:44,08-17-2017 19:54:11,0.86,0,0,0,81.29,08-17-2017 15:00:00,72.31,08-18-2017 08:00:00,83.06,08-17-2017 15:00:00,73.63,08-18-2017 08:00:00,65.37,08-17-2017 06:00:00,81.29,08-17-2017 15:00:00,65.51,08-17-2017 06:00:00,83.06,08-17-2017 15:00:00
08-18-2017,Rain and humid throughout the day.,rain,08-18-2017 06:12:44,08-18-2017 19:52:46,0.9,0.1441,08-18-2017 20:00:00,1,82.18,08-18-2017 16:00:00,70.88,08-19-2017 07:00:00,90.26,08-18-2017 16:00:00,72.21,08-19-2017 07:00:00,72.22,08-18-2017 23:00:00,82.18,08-18-2017 16:00:00,73.63,08-18-2017 08:00:00,90.26,08-18-2017 16:00:00
08-19-2017,Partly cloudy throughout the day.,partly-cloudy-day,08-19-2017 06:13:43,08-19-2017 19:51:19,0.94,0,0,0,85.03,08-19-2017 16:00:00,64.88,08-20-2017 07:00:00,87.31,08-19-2017 16:00:00,65.18,08-20-2017 07:00:00,70.88,08-19-2017 07:00:00,85.03,08-19-2017 16:00:00,72.21,08-19-2017 07:00:00,87.31,08-19-2017 16:00:00
08-20-2017,Partly cloudy throughout the day.,clear-day,08-20-2017 06:14:43,08-20-2017 19:49:52,0.97,0,0,0,81.35,08-20-2017 17:00:00,63.54,08-21-2017 06:00:00,82.08,08-20-2017 17:00:00,63.93,08-21-2017 06:00:00,64.88,08-20-2017 07:00:00,81.35,08-20-2017 17:00:00,65.18,08-20-2017 07:00:00,82.08,08-20-2017 17:00:00
08-21-2017,Partly cloudy throughout the day.,partly-cloudy-day,08-21-2017 06:15:42,08-21-2017 19:48:24,0.01,0,0,0,85.16,08-21-2017 14:00:00,70.81,08-22-2017 06:00:00,88.42,08-21-2017 17:00:00,72.03,08-22-2017 06:00:00,63.54,08-21-2017 06:00:00,85.16,08-21-2017 14:00:00,63.93,08-21-2017 06:00:00,88.42,08-21-2017 17:00:00
08-22-2017,Rain overnight.,rain,08-22-2017 06:16:41,08-22-2017 19:46:55,0.05,0.0676,08-22-2017 23:00:00,0.94,89.23,08-22-2017 16:00:00,70.56,08-23-2017 08:00:00,97.66,08-22-2017 15:00:00,71.61,08-23-2017 08:00:00,70.81,08-22-2017 06:00:00,89.23,08-22-2017 16:00:00,72.03,08-22-2017 06:00:00,97.66,08-22-2017 15:00:00
08-23-2017,Partly cloudy throughout the day.,rain,08-23-2017 06:17:41,08-23-2017 19:45:25,0.08,0.1338,08-23-2017 00:00:00,0.96,79.23,08-23-2017 17:00:00,59.92,08-24-2017 06:00:00,79.23,08-23-2017 17:00:00,59.92,08-24-2017 06:00:00,65.74,08-23-2017 23:00:00,79.23,08-23-2017 17:00:00,65.74,08-23-2017 23:00:00,79.23,08-23-2017 17:00:00
08-24-2017,Partly cloudy throughout the day.,clear-day,08-24-2017 06:18:40,08-24-2017 19:43:54,0.11,0,0,0,77.7,08-24-2017 15:00:00,59.24,08-25-2017 06:00:00,77.7,08-24-2017 15:00:00,59.24,08-25-2017 06:00:00,59.92,08-24-2017 06:00:00,77.7,08-24-2017 15:00:00,59.92,08-24-2017 06:00:00,77.7,08-24-2017 15:00:00
08-25-2017,Partly cloudy throughout the day.,partly-cloudy-day,08-25-2017 06:19:39,08-25-2017 19:42:22,0.15,0,0,0,75.43,08-25-2017 15:00:00,55.82,08-26-2017 07:00:00,75.43,08-25-2017 15:00:00,55.82,08-26-2017 07:00:00,59.24,08-25-2017 06:00:00,75.43,08-25-2017 15:00:00,59.24,08-25-2017 06:00:00,75.43,08-25-2017 15:00:00
08-26-2017,Clear throughout the day.,clear-day,08-26-2017 06:20:38,08-26-2017 19:40:49,0.18,0,0,0,75.48,08-26-2017 16:00:00,54.23,08-27-2017 06:00:00,75.48,08-26-2017 16:00:00,54.23,08-27-2017 06:00:00,55.82,08-26-2017 07:00:00,75.48,08-26-2017 16:00:00,55.82,08-26-2017 07:00:00,75.48,08-26-2017 16:00:00
08-27-2017,Partly cloudy throughout the day.,clear-day,08-27-2017 06:21:37,08-27-2017 19:39:16,0.21,0,0,0,75.5,08-27-2017 15:00:00,56.33,08-28-2017 06:00:00,75.5,08-27-2017 15:00:00,56.33,08-28-2017 06:00:00,54.23,08-27-2017 06:00:00,75.5,08-27-2017 15:00:00,54.23,08-27-2017 06:00:00,75.5,08-27-2017 15:00:00
08-28-2017,Partly cloudy throughout the day.,partly-cloudy-day,08-28-2017 06:22:35,08-28-2017 19:37:42,0.24,0,0,0,73.3,08-28-2017 14:00:00,61.65,08-29-2017 07:00:00,73.3,08-28-2017 14:00:00,61.65,08-29-2017 07:00:00,56.33,08-28-2017 06:00:00,73.3,08-28-2017 14:00:00,56.33,08-28-2017 06:00:00,73.3,08-28-2017 14:00:00
08-29-2017,Light rain starting in the afternoon.,rain,08-29-2017 06:23:34,08-29-2017 19:36:07,0.27,0.0287,08-29-2017 17:00:00,0.95,64.75,08-29-2017 12:00:00,59.36,08-30-2017 07:00:00,64.75,08-29-2017 12:00:00,59.36,08-30-2017 07:00:00,60.62,08-29-2017 23:00:00,64.75,08-29-2017 12:00:00,60.65,08-29-2017 23:00:00,64.75,08-29-2017 12:00:00
08-30-2017,Partly cloudy throughout the day.,rain,08-30-2017 06:24:33,08-30-2017 19:34:32,0.3,0.0062,08-30-2017 00:00:00,0.53,76.38,08-30-2017 16:00:00,59.97,08-31-2017 06:00:00,76.38,08-30-2017 16:00:00,59.97,08-31-2017 06:00:00,59.36,08-30-2017 07:00:00,76.38,08-30-2017 16:00:00,59.36,08-30-2017 07:00:00,76.38,08-30-2017 16:00:00
08-31-2017,Partly cloudy throughout the day.,partly-cloudy-day,08-31-2017 06:25:31,08-31-2017 19:32:56,0.33,0.0028,08-31-2017 16:00:00,0.19,78.75,08-31-2017 13:00:00,51.87,09-01-2017 07:00:00,79,08-31-2017 13:00:00,51.87,09-01-2017 07:00:00,59.97,08-31-2017 06:00:00,78.75,08-31-2017 13:00:00,59.97,08-31-2017 06:00:00,79,08-31-2017 13:00:00
09-01-2017,Partly cloudy throughout the day.,clear-day,09-01-2017 06:26:29,09-01-2017 19:31:19,0.36,0,0,0,68.92,09-01-2017 15:00:00,48.9,09-02-2017 07:00:00,68.92,09-01-2017 15:00:00,48.9,09-02-2017 07:00:00,51.87,09-01-2017 07:00:00,68.92,09-01-2017 15:00:00,51.87,09-01-2017 07:00:00,68.92,09-01-2017 15:00:00
09-02-2017,"Rain until morning, starting again in the evening.",rain,09-02-2017 06:27:28,09-02-2017 19:29:41,0.39,0.1354,09-02-2017 22:00:00,1,65.7,09-02-2017 14:00:00,56.74,09-02-2017 23:00:00,65.7,09-02-2017 14:00:00,56.74,09-02-2017 23:00:00,48.9,09-02-2017 07:00:00,65.7,09-02-2017 14:00:00,48.9,09-02-2017 07:00:00,65.7,09-02-2017 14:00:00
09-03-2017,Light rain in the morning and afternoon.,rain,09-03-2017 06:28:26,09-03-2017 19:28:04,0.43,0.0542,09-03-2017 00:00:00,1,69.04,09-03-2017 17:00:00,57.18,09-04-2017 07:00:00,69.14,09-03-2017 17:00:00,57.18,09-04-2017 07:00:00,56.88,09-03-2017 00:00:00,69.04,09-03-2017 17:00:00,56.88,09-03-2017 00:00:00,69.14,09-03-2017 17:00:00
09-04-2017,Partly cloudy throughout the day.,clear-day,09-04-2017 06:29:24,09-04-2017 19:26:25,0.46,0,0,0,79.65,09-04-2017 16:00:00,64.62,09-05-2017 05:00:00,79.65,09-04-2017 16:00:00,65.02,09-05-2017 04:00:00,57.18,09-04-2017 07:00:00,79.65,09-04-2017 16:00:00,57.18,09-04-2017 07:00:00,79.65,09-04-2017 16:00:00
09-05-2017,Possible light rain in the evening and overnight.,rain,09-05-2017 06:30:22,09-05-2017 19:24:46,0.49,0.0283,09-05-2017 20:00:00,0.64,85.22,09-05-2017 15:00:00,65.85,09-06-2017 04:00:00,89.17,09-05-2017 15:00:00,66.5,09-06-2017 04:00:00,64.62,09-05-2017 05:00:00,85.22,09-05-2017 15:00:00,65.02,09-05-2017 04:00:00,89.17,09-05-2017 15:00:00
09-06-2017,Light rain throughout the day.,rain,09-06-2017 06:31:20,09-06-2017 19:23:07,0.53,0.0789,09-06-2017 08:00:00,1,66.13,09-06-2017 08:00:00,56.81,09-07-2017 07:00:00,66.93,09-06-2017 08:00:00,56.81,09-07-2017 07:00:00,59.33,09-06-2017 23:00:00,66.93,09-06-2017 00:00:00,59.53,09-06-2017 23:00:00,67.55,09-06-2017 00:00:00
09-07-2017,Possible drizzle in the morning.,rain,09-07-2017 06:32:18,09-07-2017 19:21:27,0.56,0.0459,09-07-2017 00:00:00,1,70.95,09-07-2017 16:00:00,52.45,09-08-2017 07:00:00,70.95,09-07-2017 16:00:00,52.45,09-08-2017 07:00:00,56.81,09-07-2017 07:00:00,70.95,09-07-2017 16:00:00,56.81,09-07-2017 07:00:00,70.95,09-07-2017 16:00:00
09-08-2017,Mostly cloudy throughout the day.,partly-cloudy-day,09-08-2017 06:33:15,09-08-2017 19:19:47,0.6,0.0004,09-08-2017 20:00:00,0.13,69.14,09-08-2017 17:00:00,50.76,09-09-2017 07:00:00,69.14,09-08-2017 17:00:00,50.76,09-09-2017 07:00:00,52.45,09-08-2017 07:00:00,69.14,09-08-2017 17:00:00,52.45,09-08-2017 07:00:00,69.14,09-08-2017 17:00:00
09-09-2017,Partly cloudy throughout the day.,partly-cloudy-day,09-09-2017 06:34:13,09-09-2017 19:18:06,0.63,0,0,0,66.82,09-09-2017 14:00:00,52.27,09-10-2017 06:00:00,66.82,09-09-2017 14:00:00,52.27,09-10-2017 06:00:00,50.76,09-09-2017 07:00:00,66.82,09-09-2017 14:00:00,50.76,09-09-2017 07:00:00,66.82,09-09-2017 14:00:00
09-10-2017,Partly cloudy throughout the day.,clear-day,09-10-2017 06:35:11,09-10-2017 19:16:26,0.67,0,0,0,71.21,09-10-2017 16:00:00,49.27,09-11-2017 07:00:00,71.21,09-10-2017 16:00:00,49.27,09-11-2017 07:00:00,52.27,09-10-2017 06:00:00,71.21,09-10-2017 16:00:00,52.27,09-10-2017 06:00:00,71.21,09-10-2017 16:00:00
09-11-2017,Clear throughout the day.,clear-day,09-11-2017 06:36:09,09-11-2017 19:14:44,0.7,0,0,0,75.53,09-11-2017 16:00:00,53.29,09-12-2017 06:00:00,75.53,09-11-2017 16:00:00,53.29,09-12-2017 06:00:00,49.27,09-11-2017 07:00:00,75.53,09-11-2017 16:00:00,49.27,09-11-2017 07:00:00,75.53,09-11-2017 16:00:00
09-12-2017,Clear throughout the day.,clear-day,09-12-2017 06:37:06,09-12-2017 19:13:03,0.74,0,0,0,78.6,09-12-2017 16:00:00,56.06,09-13-2017 07:00:00,78.6,09-12-2017 16:00:00,56.06,09-13-2017 07:00:00,53.29,09-12-2017 06:00:00,78.6,09-12-2017 16:00:00,53.29,09-12-2017 06:00:00,78.6,09-12-2017 16:00:00
09-13-2017,Possible light rain in the afternoon and evening.,rain,09-13-2017 06:38:04,09-13-2017 19:11:21,0.78,0.0213,09-13-2017 16:00:00,0.65,78.49,09-13-2017 13:00:00,67.67,09-14-2017 07:00:00,78.71,09-13-2017 13:00:00,68.68,09-14-2017 07:00:00,56.06,09-13-2017 07:00:00,78.49,09-13-2017 13:00:00,56.06,09-13-2017 07:00:00,78.71,09-13-2017 13:00:00
09-14-2017,Mostly cloudy throughout the day.,partly-cloudy-day,09-14-2017 06:39:02,09-14-2017 19:09:39,0.81,0,0,0,79.34,09-14-2017 14:00:00,62.34,09-15-2017 07:00:00,81.64,09-14-2017 14:00:00,62.68,09-15-2017 07:00:00,67.67,09-14-2017 07:00:00,79.34,09-14-2017 14:00:00,68.68,09-14-2017 07:00:00,81.64,09-14-2017 14:00:00
09-15-2017,Mostly cloudy throughout the day.,partly-cloudy-day,09-15-2017 06:40:00,09-15-2017 19:07:57,0.85,0,0,0,80.34,09-15-2017 16:00:00,64.1,09-16-2017 07:00:00,82.54,09-15-2017 16:00:00,64.71,09-16-2017 07:00:00,62.34,09-15-2017 07:00:00,80.34,09-15-2017 16:00:00,62.68,09-15-2017 07:00:00,82.54,09-15-2017 16:00:00
09-16-2017,Partly cloudy throughout the day.,partly-cloudy-day,09-16-2017 06:40:58,09-16-2017 19:06:15,0.89,0.0008,09-16-2017 19:00:00,0.11,80.22,09-16-2017 15:00:00,66.21,09-17-2017 04:00:00,83.07,09-16-2017 15:00:00,67.08,09-17-2017 04:00:00,64.1,09-16-2017 07:00:00,80.22,09-16-2017 15:00:00,64.71,09-16-2017 07:00:00,83.07,09-16-2017 15:00:00
09-17-2017,Mostly cloudy throughout the day.,partly-cloudy-day,09-17-2017 06:41:55,09-17-2017 19:04:33,0.92,0,0,0,79.03,09-17-2017 16:00:00,66.28,09-18-2017 02:00:00,79.76,09-17-2017 16:00:00,67.03,09-18-2017 02:00:00,66.21,09-17-2017 04:00:00,79.03,09-17-2017 16:00:00,67.08,09-17-2017 04:00:00,79.76,09-17-2017 16:00:00
09-18-2017,Overcast throughout the day.,cloudy,09-18-2017 06:42:53,09-18-2017 19:02:50,0.96,0,0,0,73.16,09-18-2017 15:00:00,68.11,09-19-2017 07:00:00,73.96,09-18-2017 15:00:00,68.96,09-19-2017 07:00:00,66.28,09-18-2017 02:00:00,73.16,09-18-2017 15:00:00,67.03,09-18-2017 02:00:00,73.96,09-18-2017 15:00:00
09-19-2017,Possible drizzle in the evening.,rain,09-19-2017 06:43:51,09-19-2017 19:01:08,0.99,0.0091,09-19-2017 21:00:00,0.58,76.57,09-19-2017 15:00:00,68.97,09-19-2017 21:00:00,77.15,09-19-2017 15:00:00,69.71,09-19-2017 21:00:00,68.11,09-19-2017 07:00:00,76.57,09-19-2017 15:00:00,68.96,09-19-2017 07:00:00,77.15,09-19-2017 15:00:00
09-20-2017,Mostly cloudy throughout the day.,partly-cloudy-day,09-20-2017 06:44:50,09-20-2017 18:59:25,0.03,0,0,0,78.51,09-20-2017 16:00:00,68.27,09-21-2017 07:00:00,79.19,09-20-2017 16:00:00,68.79,09-21-2017 07:00:00,69.28,09-20-2017 06:00:00,78.51,09-20-2017 16:00:00,69.76,09-20-2017 06:00:00,79.19,09-20-2017 16:00:00
